"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"Think of yourself as dead. You have lived your life. Now take what’s left and live it properly.","Meditations","Marcus Aurelius","","","","","","","2022-10-28T00:00:00","stoicism","565","24","false","false","","","2022-10-28T00:00:00","2025-12-20T09:30:32.676624","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Nothing is as encouraging as when virtues are visibly embodied in the people around us, when we’re practically showered with them.","Meditations","Marcus Aurelius","","Good inspires good","","","","","2022-10-27T00:00:00","stoicism","608","24","true","false","","","2022-10-27T00:00:00","2025-12-20T09:30:33.607218","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"The only thing that isn’t worthless: to live this life out truthfully and rightly. And be patient with those who don’t.","Meditations","Marcus Aurelius","","","","","","","2022-10-27T00:00:00","stoicism","607","24","true","false","","","2022-10-27T00:00:00","2025-12-20T09:30:33.590866","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Ambition means tying your well-being to what other people say or do.
Self-indulgence means tying it to the things that happen to you.
Sanity means tying it to your own actions.","Meditations","Marcus Aurelius","","Something to think about","","","","","2022-10-27T00:00:00","stoicism","600","24","true","false","","","2022-10-27T00:00:00","2025-12-20T09:30:33.435475","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Death. The end of sense-perception, of being controlled by our emotions, of mental activity, of enslavement to our bodies.","Meditations","Marcus Aurelius","","","","","","","2022-10-26T00:00:00","stoicism","606","24","false","false","","","2022-10-26T00:00:00","2025-12-20T09:30:33.574881","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"If anyone can refute me—show me I’m making a mistake or looking at things from the wrong perspective—I’ll gladly change. It’s the truth I’m after, and the truth never harmed anyone. What harms us is to persist in self-deceit and ignorance.","Meditations","Marcus Aurelius","","The humble emperor","","","","","2022-10-26T00:00:00","stoicism","605","24","true","false","","","2022-10-26T00:00:00","2025-12-20T09:30:33.558260","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Pride is a master of deception: when you think you’re occupied in the weightiest business, that’s when he has you in his spell.","Meditations","Marcus Aurelius","","","","","","","2022-10-24T00:00:00","stoicism","604","24","false","false","","","2022-10-24T00:00:00","2025-12-20T09:30:33.543016","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Or making love—something rubbing against your penis, a brief seizure and a little cloudy liquid.","Meditations","Marcus Aurelius","","You gotta love marcus aurelius","","","","","2022-10-24T00:00:00","stoicism","603","24","false","false","","","2022-10-24T00:00:00","2025-12-20T09:30:33.527878","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"When jarred, unavoidably, by circumstances, revert at once to yourself, and don’t lose the rhythm more than you can help. You’ll have a better grasp of the harmony if you keep on going back to it.","Meditations","Marcus Aurelius","","Life advice in the recognition that external events do cause distress and anxiety","","","","","2022-10-24T00:00:00","stoicism","602","24","false","false","","","2022-10-24T00:00:00","2025-12-20T09:30:33.504863","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"The best revenge is not to be like that.","Meditations","Marcus Aurelius","","","","","","","2022-10-24T00:00:00","stoicism","601","24","false","false","","","2022-10-24T00:00:00","2025-12-20T09:30:33.473291","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"What’s left for us to prize?
I think it’s this: to do (and not do) what we were designed for.","Meditations","Marcus Aurelius","","We are dealt certain cards and owe it to society/humankind to live up to our potential","","","","","2022-10-24T00:00:00","stoicism","599","24","false","false","","","2022-10-24T00:00:00","2025-12-20T09:30:33.403921","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Sensory objects are shifting and unstable; our senses dim and easily deceived","Meditations","Marcus Aurelius","","Unreliability of senses; which I believe was also mentioned by the traditional greek philosophy. See also the Gestalt theorists","","","","","2022-10-17T00:00:00","stoicism","598","24","false","false","","","2022-10-17T00:00:00","2025-12-20T09:30:33.366624","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"it assigns each thing what each deserves","Meditations","Marcus Aurelius","","","","","","","2022-10-17T00:00:00","stoicism","597","24","false","false","","","2022-10-17T00:00:00","2025-12-20T09:30:33.333707","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"I was once a fortunate man but at some point fortune abandoned me.
But true good fortune is what you make for yourself. Good fortune: good character, good intentions, and good actions.","Meditations","Marcus Aurelius","","While the first sentence seems to fail to acknowledge his privileges, the latter two sentences do contain a real pragmatic truth: if you do not live like your character, intentions and actions influence the world and your “fortune”, you will likely not be fortunate.","","","","","2022-10-17T00:00:00","stoicism","564","24","false","false","","","2022-10-17T00:00:00","2025-12-20T09:30:32.641250","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"If it does not harm the community, it does not harm its members.
When you think you’ve been injured, apply this rule: If the community isn’t injured by it, neither am I. And if it is, anger is not the answer. Show the offender where he went wrong.","Meditations","Marcus Aurelius","","Positive thinking, self-compassion?","","","","","2022-10-17T00:00:00","stoicism","563","24","false","false","","","2022-10-17T00:00:00","2025-12-20T09:30:32.608549","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"The things you think about determine the quality of your mind. Your soul takes on the color of your thoughts.","Meditations","Marcus Aurelius","","Thoughts and behaviour both influence your mind","","","","","2022-10-15T00:00:00","stoicism","596","24","true","false","","","2022-10-15T00:00:00","2025-12-20T09:30:33.310133","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Some people, when they do someone a favor, are always looking for a chance to call it in. And some aren’t, but they’re still aware of it—still regard it as a debt. But others don’t even do that. They’re like a vine that produces grapes without looking for anything in return.","Meditations","Marcus Aurelius","","Manipulation and bad intent or awareness about social behaviours/norms?","","","","","2022-10-13T00:00:00","stoicism","595","24","false","false","","","2022-10-13T00:00:00","2025-12-20T09:30:33.292844","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"If an action or utterance is appropriate, then it’s appropriate for you. Don’t be put off by other people’s comments and criticism. If it’s right to say or do it, then it’s the right thing for you to do or say.","Meditations","Marcus Aurelius","","You should not be hard on yourself for saying what should be said and being the person that is honest and seeks justice and righteousness. Don’t overthink other people’s emotional responses or criticisms.","","","","","2022-10-13T00:00:00","stoicism","594","24","false","false","","","2022-10-13T00:00:00","2025-12-20T09:30:33.277359","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Or is this what I was created for? To huddle under the blankets and stay warm?
—But it’s nicer here. . . .
So you were born to feel “nice”?","Meditations","Marcus Aurelius","","","","","","","2022-10-13T00:00:00","stoicism","562","24","false","false","","","2022-10-13T00:00:00","2025-12-20T09:30:32.572447","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Take the shortest route, the one that nature planned—to speak and act in the healthiest way. Do that, and be free of pain and stress, free of all calculation and pretension.","Meditations","Marcus Aurelius","","Marcus seems like an idealist with this utopian proposition. I don’t think we should not aim to be free of pain, since pain is part natural of our spectrum of experience and aiming for it's absence is impossible (we have to choose our poison) and will likely only make one experience more suffering.","","","","","2022-10-11T00:00:00","stoicism","561","24","false","false","","","2022-10-11T00:00:00","2025-12-20T09:30:32.539892","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"So remember this principle when something threatens to cause you pain: the thing itself was no misfortune at all; to endure it and prevail is great good fortune.","Meditations","Marcus Aurelius","","This is true up to a certain point... Not being able to call things that people experience as a literal hell (e.g., cancer treatments) “misfortune” is quite harsh. Nevertheless, prevailing tragedy does indeed often provide individuals with moments of learning and the development of interpersonal relationships.","","","","","2022-10-11T00:00:00","stoicism","560","24","false","false","","","2022-10-11T00:00:00","2025-12-20T09:30:32.506032","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Why treat the one as a misfortune rather than the other as fortunate?","Meditations","Marcus Aurelius","","Difference in perspective: gratefulness","","","","","2022-10-11T00:00:00","stoicism","559","24","false","false","","","2022-10-11T00:00:00","2025-12-20T09:30:32.474289","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"Human lives are brief and trivial. Yesterday a blob of semen; tomorrow embalming fluid, ash.","Meditations","Marcus Aurelius","","","","","","","2022-10-11T00:00:00","stoicism","558","24","false","false","","","2022-10-11T00:00:00","2025-12-20T09:30:32.438128","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
"The world as a living being—one nature, one soul","Meditations","Marcus Aurelius","","Collective consciousness (Carl Jung)","","","","","2022-10-11T00:00:00","stoicism","557","24","false","false","","","2022-10-11T00:00:00","2025-12-20T09:30:32.399061","2025-12-20T09:30:31.672237","2025-12-20T09:30:31.673095"
